ID;Type;SKU;Name;Published;Is featured?;Visibility in catalog;Short description;Description;Date sale price starts;Date sale price ends;Tax status;Tax class;In stock?;Stock;Backorders allowed?;Sold individually?;Weight (lbs);Length (in);Width (in);Height (in);Allow customer reviews?;Purchase note;Sale price;Regular price;Categories;Tags;Shipping class;Images;Download limit;Download expiry days;Parent;Grouped products;Upsells;Cross-sells;External URL;Button text;Position;Attribute 1 name;Attribute 1 value(s);Attribute 1 visible;Attribute 1 global;Attribute 2 name;Attribute 2 value(s);Attribute 2 visible;Attribute 2 global;Meta: _wpcom_is_markdown;Download 1 name;Download 1 URL;Download 2 name;Download 2 URL
;simple;;Oil replacement;1;1;visible;;OIL REPLACEMENT ARVEA est un soin complet pour nourrir, hydrater et renforcer vos cheveux contre les cassures, les chutes et les extrémités fourchues grâce à sa formule enrichie à l’Aloe Vera, l’Huile d’Argan et le Beurre de Karité.;;;taxable;;1;;0;0;;;;;1;;19,5;13,65;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
;simple;;Shampoing Gel Douche Bébé;1;1;visible;;;;;taxable;;1;;0;0;;;;;1;;14,9;10,43;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
;simple;;Eau De Toilette Bébé;1;1;visible;;;;;taxable;;1;;0;0;;;;;1;;14,9;10,43;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
;simple;;Savon Bébé;1;1;visible;;;;;taxable;;1;;0;0;;;;;1;;8,9;6,23;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
;simple;;Crème De Change Bébé;1;1;visible;;;;;taxable;;1;;0;0;;;;;1;;21,8;15,26;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
;simple;;Huile D’argan;1;1;visible;;"100 % naturelle et 100% Bio.

Utilisation de l’huile d’argan

- L’huile d’argan pour le visage et le corps Qu’elle soit appliquée sur le visage ou le corps, l’argan permet de retrouver une peau douce, hydratée et soyeuse. Elle prévient aussi le vieillissement cutané et par la suite prévenir l’apparition des rides.

- L’huile d’argan pour les cheveux Idéal pour des cheveux secs ou rêches, elle permet de retrouver une chevelure soyeuse et brillante.

- L’huile d’argan pour les ongles Si vous avez des ongles dédoublés, mous ou cassants, appliquer de l’huile d’argan en tant que soin des ongles permettra de les fortifier et de les nourrir.

";;;taxable;;1;;0;0;;;;;1;;46,8;32,76;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
;simple;;Huile D’argan Parfumé;1;1;visible;;"100 % naturelle et 100% Bio.

à cette huile d'argan on a ajouté un parfum pour rendre l'utilisation plus agréable.

Utilisation de l’huile d’argan - L’huile d’argan pour le visage et le corps Qu’elle soit appliquée sur le visage ou le corps, l’argan permet de retrouver une peau douce, hydratée et soyeuse. Elle prévient aussi le vieillissement cutané et par la suite prévenir l’apparition des rides.

- L’huile d’argan pour les cheveux Idéal pour des cheveux secs ou rêches, elle permet de retrouver une chevelure soyeuse et brillante.

- L’huile d’argan pour les ongles Si vous avez des ongles dédoublés, mous ou cassants, appliquer de l’huile d’argan en tant que soin des ongles permettra de les fortifier et de les nourrir.";;;taxable;;1;;0;0;;;;;1;;46,8;32,76;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
;simple;;Gel Aloe Vera;1;1;visible;;"Ce gel est à base exclusivement de gel d'aloe vera NATIF (85% d’aloe vera)

Le Gel Aloe Vera Arvea est Indiqué en cas de:

Cicatrices & Vergetures
Brûlures légères
Piqûres d'insectes
Gerçures & Crevasses
Rougeurs & irritations cutanées
Coup de soleil
douleurs variqueuses (relatif aux varices)
Après l’Epilation
Peau sèche (Corps et visage)
Acné
tâches brunes sur les mains et le visage.
Pour une conservation optimale de votre gel d'Aloe vera, nous vous conseillons de le stocker au réfrigérateur et de le considérer comme un produit frais";;;taxable;;1;;0;0;;;;;1;;29,8;20,86;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
;simple;;Crème Apaisante Anti-Douleur Articulaire;1;1;visible;;"Rhumatisme & Arthrose

Avec cette crème riche en ingrédients naturels : eucalyptus, romarin, genévrier, aloe vera, huile essentielle de lavande, beurre de karité, menthol, clou de girofle et huile d’argan vos douleurs seront bien apaisées.

Efficace pour le soulagement des affections rhumatismales articulaires et musculaires.

Cette crème apaisante atténue l'inflammation, soulage les douleurs et augmente ainsi la mobilité.";;;taxable;;1;;0;0;;;;;1;;18,8;13,16;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
;simple;;Gel Amincissant;1;1;visible;;"Moins de graisse et plus de fermeté en 21 jours

Le Gel Amincissant d’Arvea Nature est un soin pour les hommes et les femmes qui souhaitent cibler et attaquer les graisses pour affiner le petit ventre, les hanches, les bras et les jambes.

Ce gel a été basé sur une formule innovante et puissante avec un mélange de substances naturelles combinées avec de la caféine, extraits d’algues marines et les hétérosides de l’extrait de Centella asiatica pour réduire visiblement les rondeurs et les capitons.";;;taxable;;1;;0;0;;;;;1;;34,8;24,36;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
;simple;;Spray Anti Moustique;1;1;visible;;"Innovation Arvea Nature : Un anti moustique sans actifs chimiques.

2 en 1 : Répulsif et Apaisant Grace aux vertus des huiles essentielles naturelles de citronnelle, eucalyptus citronnée, géranium, basilic et pamplemousse l’efficacité répulsive est au maximum. Les moustiques vont s’éloigner de vous.

Huile essentielle de Citronnelle : insectifuge (fourmis, pucerons, mouches, moucherons, moustiques, mites) et désodorisante Huile essentielle d'Eucalyptus citronnée : insectifuge et désodorisant Huile essentielle de Géranium : insectifuge, relaxante et équilibrante

Et la formule de ce Spray Anti moustiques est enrichie à l’aloe vera ce qui lui donne des propriétés apaisantes.

";;;taxable;;1;;0;0;;;;;1;;10,9;7,63;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
;simple;;Beurre Royal;1;1;visible;;"Le Beurre royal Arvea • 70% Beurre de Karité • Aloe Vera • Huile d’argan • Huile de pépins de raisin • Cire d’abeille Utilisations : • Hydratant, nourrissant, anti âge (visage et corps) • Apaise les irritations cutanées (épilation, feu de rasoir.) • Soin pour calmer l’eczéma • Atténue les vergetures • Beauté du buste • Beauté des ongles • Baume à lèvres • Soin des cheveux secs, abimés, fourchus. Il convient aux peaux sèches, mixtes, déshydratées, sensibles et fragiles.

";;;taxable;;1;;0;0;;;;;1;;10,9;7,63;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
;simple;;Crème Apaisante Anti-Douleur Articulaire 200ml;1;1;visible;;"Rhumatisme & Arthrose

Avec cette crème riche en ingrédients naturels : eucalyptus, romarin, genévrier, aloe vera, huile essentielle de lavande, beurre de karité, menthol, clou de girofle et huile d’argan vos douleurs seront bien apaisées.

Efficace pour le soulagement des affections rhumatismales articulaires et musculaires.

Cette crème apaisante atténue l'inflammation, soulage les douleurs et augmente ainsi la mobilité.";;;taxable;;1;;0;0;;;;;1;;18,8;13,16;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
;simple;;Gel Dentaire;1;1;visible;;;;;taxable;;1;;0;0;;;;;1;;19,8;13,86;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
;simple;;Savon Liquide Antibactérien Silver;1;1;visible;;Antibactérien silver pour nettoyer et désinfecter les mains des impuretés quotidiennes. Sa formule innovante contient du citrate d’argent, un agent antimicrobien efficace pour éliminer les bactéries et enlever les impuretés de façon à obtenir un nettoyage aseptisé.;;;taxable;;1;;0;0;;;;;1;;19,8;13,86;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
;simple;;Lingettes Désinfectantes Antibactériennes 72;1;1;visible;;"Les lingettes désinfectantes Arvea sont idéales pour nettoyer et désinfecter les mains, les objets ou les surfaces sans rinçage et sans avoir recours à d’autres produits. Très pratiques pour la maison, les transports et les voyages, elles procurent une sensation immédiate de propreté et de fraîcheur. La substance liquide qui imbibe la lingette agit directement sur les microbes et libère un parfum agréable.

";;;taxable;;1;;0;0;;;;;1;;19,8;13,86;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
;simple;;Lingettes Désinfectantes Antibactériennes 20;1;1;visible;;Les lingettes désinfectantes Arvea sont idéales pour nettoyer et désinfecter les mains, les objets ou les surfaces sans rinçage et sans avoir recours à d’autres produits. Très pratiques pour la maison, les transports et les voyages, elles procurent une sensation immédiate de propreté et de fraîcheur. La substance liquide qui imbibe la lingette agit directement sur les microbes et libère un parfum agréable.;;;taxable;;1;;0;0;;;;;1;;14,8;10,36;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
;simple;;Fly Intense Pour Femme;1;1;visible;;"Fly pour femme est la première fragrance terriblement attirante d’arvea nature à la fois sucrée et piquante.

Fly est construit sur une structure florale et des notes de fruits exotiques pour créer un parfum doux, frais et sensuel qui incarne parfaitement l’essence d’une luxueuse soirée fabuleuse.

Fly pour femme est testée avec succès dans les cinq continents.

";;;taxable;;1;;0;0;;;;;1;;48;33,6;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
;simple;;Eclat D'or;1;1;visible;;"Un parfum frais floral et boisé pour une séductrice audacieuse, excessive et drôle... De quoi faire chavirer les cœurs et attiser les passions grâce à cette fragrance sensuelle.

Eclat d’or incarne celle à laquelle toutes les femmes rêvent de ressembler, et que tous les hommes rêvent de séduire.";;;taxable;;1;;0;0;;;;;1;;36;25,2;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
;simple;;Glamour;1;1;visible;;"Faites ressortir votre côté espiègle avec Glamour, le nouveau parfum plein de charme d’Arvea.

Jouez le jeu de l'amour avec ce gracieux parfum, mêlant l'intensité de la rose et l'audace du cassis à un accord exubérant de jasmin, de pivoine et de poivre rose pour créer un bouquet magique de notes fleuries.

Ravissante et sexy, vous ne serez jamais là où l'on vous attend avec Glamour.";;;taxable;;1;;0;0;;;;;1;;52;36,4;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
;simple;;Harem;1;1;visible;;"La femme HAREM d’ARVEA démultiplie son pouvoir de fascination et de mystère. Sa quintessence accroît son charme et l'encourage à l'excès. D'une sensualité éclatante, elle exacerbe les sens et éblouit chacun et chacune, irrésistiblement.

L'alliance sensuelle et lumineuse de l'Absolu de Tubéreuse et du Jasmin se mêle aux accents orientaux de la Vanille Gousse et Vibrants du Cashmeran pour une nouvelle déclaration de féminité.";;;taxable;;1;;0;0;;;;;1;;58;40,6;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
;simple;;L’extrême;1;1;visible;;"Cette nouvelle Eau de Parfum l’extrême d’ARVEA se construit autour d’une fraîcheur intense et revitalisante qui évoque une assurance et une féminité extrême.

Des notes de tête irrésistiblement fruitées et d’une fraîcheur audacieuse de mûres de Boysen sont associées avec un soupçon d’herbe rouge de l’Himalaya pour composer un accord de tête pétillant. Lorsque la fragrance se développe, le pouvoir du jasmin libère une tornade de fleurs blanches au cœur du parfum. Combiné au thé noir énergisant on obtient un booste rafraichissant.

La fleur d’osmanthus oriental utilisée dans la note de fond ajoute une touche de sensualité raffinée grâce à ses notes sophistiquées qui mettent en valeur la beauté éclatante des autres ingrédients";;;taxable;;1;;0;0;;;;;1;;39;27,3;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
;simple;;Mystery Girl;1;1;visible;;"ARVEA présente fièrement Mystery Girl, un nouveau parfum féminin qui entoure la femme moderne d’aujourd’hui, qui se révèle dans sa féminité, sensualité, élégance intemporelle et son indépendance impossible et sans peur.

Mystery Girl est à la fois rafraîchissante et intense. Ce parfum innovant saisit la complexité féminine dans les ingrédients exceptionnels.

Le parfum s'ouvre sur des notes de tête d'amande et de café, se prolonge sur des notes de cœur de jasmin sambac, pour s'épanouir sur des notes de fond de fève tonka et de cacao.";;;taxable;;1;;0;0;;;;;1;;54;37,8;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
;simple;;Eclat D'or 100ml;1;1;visible;;"Un parfum frais floral et boisé pour une séductrice audacieuse, excessive et drôle... De quoi faire chavirer les cœurs et attiser les passions grâce à cette fragrance sensuelle.

Eclat d’or incarne celle à laquelle toutes les femmes rêvent de ressembler, et que tous les hommes rêvent de séduire.

";;;taxable;;1;;0;0;;;;;1;;65;45,5;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
;simple;;Body Splash Sweet Carambola;1;1;visible;;"Des fragrances d’exception Issues de la recherche ARVEA avec des signatures olfactives uniques, seront vos nouvelles brumes de parfum de Luxe avec une teneur de parfum qui dépasse celles existantes à l’échelle mondiale au packaging chic, magnifique d’amour, de gloire et de beauté. Trois brumes parfumées sont disponibles et deux autres sont en cours de préparation pour vous gâter avec une fraîcheur et des parfums totalement irrésistibles, durables toute la journée. Vous ne vous arrêterez jamais.

";;;taxable;;1;;0;0;;;;;1;;29,8;20,86;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
;simple;;Body Splash Apple Pineapple;1;1;visible;;Des fragrances d’exception Issues de la recherche ARVEA avec des signatures olfactives uniques, seront vos nouvelles brumes de parfum de Luxe avec une teneur de parfum qui dépasse celles existantes à l’échelle mondiale au packaging chic, magnifique d’amour, de gloire et de beauté. Trois brumes parfumées sont disponibles et deux autres sont en cours de préparation pour vous gâter avec une fraîcheur et des parfums totalement irrésistibles, durables toute la journée. Vous ne vous arrêterez jamais.;;;taxable;;1;;0;0;;;;;1;;29,8;20,86;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
;simple;;Body Splash Queen Flower;1;1;visible;;"Des fragrances d’exception Issues de la recherche ARVEA avec des signatures olfactives uniques, seront vos nouvelles brumes de parfum de Luxe avec une teneur de parfum qui dépasse celles existantes à l’échelle mondiale au packaging chic, magnifique d’amour, de gloire et de beauté. Trois brumes parfumées sont disponibles et deux autres sont en cours de préparation pour vous gâter avec une fraîcheur et des parfums totalement irrésistibles, durables toute la journée. Vous ne vous arrêterez jamais.

";;;taxable;;1;;0;0;;;;;1;;29,8;20,86;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
;simple;;BODY SPLASH FRUIT COMBO;1;1;visible;;Des fragrances d’exception Issues de la recherche ARVEA avec des signatures olfactives uniques, seront vos nouvelles brumes de parfum de Luxe avec une teneur de parfum qui dépasse celles existantes à l’échelle mondiale au packaging chic, magnifique d’amour, de gloire et de beauté. Trois brumes parfumées sont disponibles et deux autres sont en cours de préparation pour vous gâter avec une fraîcheur et des parfums totalement irrésistibles, durables toute la journée. Vous ne vous arrêterez jamais.;;;taxable;;1;;0;0;;;;;1;;29,8;20,86;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
;simple;;BODY SPLASH CRUNCHY CARAMEL;1;1;visible;;Des fragrances d’exception Issues de la recherche ARVEA avec des signatures olfactives uniques, seront vos nouvelles brumes de parfum de Luxe avec une teneur de parfum qui dépasse celles existantes à l’échelle mondiale au packaging chic, magnifique d’amour, de gloire et de beauté. Trois brumes parfumées sont disponibles et deux autres sont en cours de préparation pour vous gâter avec une fraîcheur et des parfums totalement irrésistibles, durables toute la journée. Vous ne vous arrêterez jamais.;;;taxable;;1;;0;0;;;;;1;;29,8;20,86;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
;simple;;Homme Moderne;1;1;visible;;"Ce parfum incarne un homme moderne qui aime plare et séduire. Cette fagrance passionnée et sensuelle est un véritable manifeste de masculinité.

L’homme moderne boisé, épicé et fraiche pour un homme qui laisse ses émotions s’expriment.";;;taxable;;1;;0;0;;;;;1;;36;25,2;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
;simple;;Fly Homme;1;1;visible;;"Fly pour homme d’arvea nature, branché et sportif est au même temps un parfum léger, vif, frais, zesté et citronné.

Fly pour homme est un parfum d’allure positive et fraîche , idéal pour les moments de détente.

Cette fragrance est testée avec succès dans les cinq continents.";;;taxable;;1;;0;0;;;;;1;;56;39,2;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
;simple;;Free Spirit;1;1;visible;;"Free spirit ARVEA est le parfum des hommes libres d'esprit qui vivent leur vie avec optimisme et passion.

Cette fragrance séduit par sa composition associant les notes boisées de bubinga à des arômes de pommes fraiches et la douceur de la vanille.

Spontané, passionné et énergique, L’homme de Free spirit ARVEA trouve en ce parfum une sensation de bien-être et d'authenticité.";;;taxable;;1;;0;0;;;;;1;;45;31,5;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
;simple;;Gentleman By ARVEA;1;1;visible;;"Le nouveau parfum d’ARVEA est un véritable bras de fer entre la puissance et la gourmandise, une alliance forte et délicate. Gentleman fait sensation, une véritable ode à un homme viril et puissant.

Gentleman démarre sur des notes fraîches de menthe avec la lavande qui apporte dès les notes de têtes ce côté viril.

Le cœur très épicé de cannelle avant de finir sur un fond gourmand de vanille et de touches d'ambre.

Un vrai tombeur, bourreau des cœurs, ce Gentleman dominant jette l'ancre pour un soir en ville pour conquérir ses belles.";;;taxable;;1;;0;0;;;;;1;;55;38,5;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
;simple;;Homme Moderne 100ml;1;1;visible;;"Ce parfum incarne un homme moderne qui aime plare et séduire. Cette fagrance passionnée et sensuelle est un véritable manifeste de masculinité.

L’homme moderne boisé, épicé et fraiche pour un homme qui laisse ses émotions s’expriment.";;;taxable;;1;;0;0;;;;;1;;56;39,2;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
;simple;;Déodorant BALSAMIC FRUITY;1;1;visible;;"Un body spray pour éviter les mauvaises odeurs corporelles grâce au citrate d’argent, un agent antimicrobien et des extraits de plantes naturelles (aloe vera, extrait de mousse d'islande, extrait de feuille de cassissier) aux propriétés antibactériennes, apaisantes et adoucissantes pour 48 heures de protection et de fraîcheur.
";;;taxable;;1;;0;0;;;;;1;;18,9;13,23;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
;simple;;Déodorant FLORAL WOOD;1;1;visible;;Un body spray pour éviter les mauvaises odeurs corporelles grâce au citrate d’argent, un agent antimicrobien et des extraits de plantes naturelles (aloe vera, extrait de mousse d'islande, extrait de feuille de cassissier) aux propriétés antibactériennes, apaisantes et adoucissantes pour 48 heures de protection et de fraîcheur.;;;taxable;;1;;0;0;;;;;1;;18,9;13,23;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
;simple;;Déodorant GOURMET FLOWER;1;1;visible;;"Un body spray pour éviter les mauvaises odeurs corporelles grâce au citrate d’argent, un agent antimicrobien et des extraits de plantes naturelles (aloe vera, extrait de mousse d'islande, extrait de feuille de cassissier) aux propriétés antibactériennes, apaisantes et adoucissantes pour 48 heures de protection et de fraîcheur.

";;;taxable;;1;;0;0;;;;;1;;18,9;13,23;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
;simple;;Déodorant FLORAL FRESH;1;1;visible;;Un body spray pour éviter les mauvaises odeurs corporelles grâce au citrate d’argent, un agent antimicrobien et des extraits de plantes naturelles (aloe vera, extrait de mousse d'islande, extrait de feuille de cassissier) aux propriétés antibactériennes, apaisantes et adoucissantes pour 48 heures de protection et de fraîcheur.;;;taxable;;1;;0;0;;;;;1;;18,9;13,23;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
;simple;;Déodorant ALOE AQUA;1;1;visible;;"Un body spray pour éviter les mauvaises odeurs corporelles grâce au citrate d’argent, un agent antimicrobien et des extraits de plantes naturelles (aloe vera, extrait de mousse d'islande, extrait de feuille de cassissier) aux propriétés antibactériennes, apaisantes et adoucissantes pour 48 heures de protection et de fraîcheur.

";;;taxable;;1;;0;0;;;;;1;;18,9;13,23;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
;simple;;Slimy3;1;1;visible;;"BOITE DE 90 GÉLULES COMPOSITION Thé vert, nopal, guarana, queue de cerise

INDICATIONS

Capte les sucres et les graisses des aliments.
brûle la graisse et augmente la thermogenèse.
Eliminer l’excès d’eau dans l’organisme.
PROPRIÉTÉS ET MODE D’ACTION

1) Brûle : Thé vert Ses catéchines augmentent la thermogenèse, améliorent la fonction insulinique et réduisent l’obésité intra-abdominale en augmentant la combustion des lipides et participe à la régulation du poids (colloque INRA catechins and diet : Paris : 23-01-08). Guarana : 5 fois plus de caféine que dans le café et par la suite Augmente la diurèse. C’est un formidable brûleur de graisses naturel car il active la combustion des corps gras pour les transformer en énergie rapidement disponible. La guarana Inhibe la phosphodiestérase d’où augmentation du taux d’AMP cyclique, ce qui entraîne la libération de glucose, d’acides gras libres et de lactate par augmentation de glycolyse et lipolyse.

2) Capte : Nopal Riche en Mucilages qui retiennent l’eau ——- > hydrocolloïdes, pectines & monosaccharides qui, diminuent l’absorption des graisses et des sucres au niveau intestinal.

3) Draine : Queue de cerise (Pédoncule fructifère) Accroissement du volume aqueux urinaire grâce aux sels de potassium, polyphénols (surtout ?avonoïdes), mucilages, acides-alcools. PRÉCAUTIONS D’EMPLOI A ne pas donner aux femmes enceintes et allaitantes";;;taxable;;1;;0;0;;;;;1;;32;22,4;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
;simple;;Max Maca;1;1;visible;;"BOITE DE 90 GÉLULES

COMPOSITION Racine de maca.

Stimule la libido chez l’homme et chez la femme.
Activation de l’érection.
Fatigue et stress.
Les troubles liés à la ménopause (bouffées de chaleur ….).
PROPRIÉTÉS ET MODE D’ACTION La Maca est la plante par excellence de la vitalité sexuelle. Les puissants effets sur le désir et la vigueur sexuelle de la maca sont autant efficaces chez l’homme que la femme. La MACA est très riche en acides aminées (arginine et histidine) qui sont nécessaires pour le métabolisme de l’activité sexuelle.

Une tubercule de maca contient en effet plus de 15% de protéines, mais aussi de nombreux minéraux dont de grandes quantité de calcium, de potassium et de phosphore, des antioxydants , des vitamines du groupe B, C,E,D ainsi que 19 acides aminés ce qui contribue à retrouver une bonne forme et énergie.

Elle agit naturellement sur la production d’hormones sexuelles, soulageant ainsi les symptômes pénibles liés à la ménopause (bou?ées de chaleur, fatigue, céphalées …)

PRÉCAUTIONS D’EMPLOI Aucune contre-indication connue. Pas d’e?ets indésirables ni d’interactions avec des plantes ou des médicaments.";;;taxable;;1;;0;0;;;;;1;;38;26,6;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
;simple;;Coupe Faim;1;1;visible;;"COMPOSITION : Gomme de karaya, gomme de caroube.

INDICATIONS

Retrouver l’impression de satiété dans le cadre d’un régime amincissant.
Absorber les sucres et les graisses.
Retrouver un ventre plat.
PROPRIÉTÉS ET MODE D’ACTION Les gommes possèdent un fort pouvoir hydrophile et ont la propriété de former, en présence d'eau, un gel épais, insoluble et capable d'absorber jusqu'à 100 fois leurs propre poids (en eau). Ce gel n'est pas digéré par l'organisme et n'apporte donc aucune calorie. Il va occuper un volume important à l'intérieur de l'estomac, provoquant une impression de satiété rapide et naturelle. Il améliore le transit intestinal et, par sa viscosité, permet de diminuer l'absorption des sucres et des graisses. Ce qui contribue à avoir un ventre plat.

PRÉCAUTIONS D’EMPLOI Aucune contre-indication connue.";;;taxable;;1;;0;0;;;;;1;;25,8;18,06;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
;simple;;Spiruline;1;1;visible;;"La Spiruline est un super aliment. Elle a une valeur nutritionnelle très élevée : elle contient de 50 à 70% de protéines ce qui est tout à fait exceptionnel.

La Spiruline est aussi riche en acides gras essentiels, en oligo-éléments, en minéraux : fer, magnésium, calcium, phosphore, potassium, sélénium, sodium, chrome, ainsi que l’ensemble des acides aminés essentielles. De plus, elle est riche en vitamines A, B1, B2, B3, B6, B7, B8, B12, D, E, K mais surtout du bêta-carotène (Provitamine A) et de la vitamine B12.

Indications : • Renforce le système immunitaire • Un puissant antioxydant qui protège les cellules • Récupération après un effort physique • Lutte contre l’anémie et les carences alimentaires • Réduit le cholestérol • Détoxifie l’organisme

Dosage : 4 à 6 capsules par jour de préférence matin et midi à prendre avec un grand verre d’eau ou avec jus de fruit.

Effets secondaires et contre-indications : La spiruline a une action détoxifiante. Il est donc recommandé de commencer par de petites doses et d'augmenter progressivement afin d'éviter des désagréments intestinaux éventuels

Ne pas dépasser la dose journalière recommandée.";;;taxable;;1;;0;0;;;;;1;;36,8;25,76;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
;simple;;Lip Gloss Mat L1;1;1;visible;;Un fini mat et une couleur intense qui reste intacte tout au long de la journée. Découvrez la nouvelle gamme de lip gloss mat de ARVEA avec des couleurs irrésistibles.;;;taxable;;1;;0;0;;;;;1;;22,8;15,96;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
;simple;;Lip Gloss Mat L2;1;1;visible;;Un fini mat et une couleur intense qui reste intacte tout au long de la journée. Découvrez la nouvelle gamme de lip gloss mat de ARVEA avec des couleurs irrésistibles.;;;taxable;;1;;0;0;;;;;1;;22,8;15,96;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
;simple;;Lip Gloss Mat L3;1;1;visible;;Un fini mat et une couleur intense qui reste intacte tout au long de la journée. Découvrez la nouvelle gamme de lip gloss mat de ARVEA avec des couleurs irrésistibles.;;;taxable;;1;;0;0;;;;;1;;22,8;15,96;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
;simple;;Lip Gloss Mat L4;1;1;visible;;Un fini mat et une couleur intense qui reste intacte tout au long de la journée. Découvrez la nouvelle gamme de lip gloss mat de ARVEA avec des couleurs irrésistibles.;;;taxable;;1;;0;0;;;;;1;;22,8;15,96;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
;simple;;Lip Gloss Mat L5;1;1;visible;;Un fini mat et une couleur intense qui reste intacte tout au long de la journée. Découvrez la nouvelle gamme de lip gloss mat de ARVEA avec des couleurs irrésistibles.;;;taxable;;1;;0;0;;;;;1;;22,8;15,96;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
;simple;;Lip Gloss Brillant L6;1;1;visible;;Lip gloss Brillant 4 en 1 Brillance – Volume – Fraîcheur - Hydratation Pour bien garnir votre trousse de maquillage, ARVEA a conçu un lip gloss brillant 4 en 1 pour satisfaire vos désirs.;;;taxable;;1;;0;0;;;;;1;;22,8;15,96;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
;simple;;Lip Gloss Brillant L7;1;1;visible;;Lip gloss Brillant 4 en 1 Brillance – Volume – Fraîcheur - Hydratation Pour bien garnir votre trousse de maquillage, ARVEA a conçu un lip gloss brillant 4 en 1 pour satisfaire vos désirs.;;;taxable;;1;;0;0;;;;;1;;22,8;15,96;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
;simple;;So MAT LIPSTICK R1;1;1;visible;;"Le rouge à lèvres So MAT couvre vos lèvres par un film mince, lisse et confortable avec précision et facilité d’application.

";;;taxable;;1;;0;0;;;;;1;;24,9;17,43;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
;simple;;So MAT LIPSTICK R2;1;1;visible;;"Le rouge à lèvres So MAT couvre vos lèvres par un film mince, lisse et confortable avec précision et facilité d’application.

";;;taxable;;1;;0;0;;;;;1;;24,9;17,43;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
